# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-6867
# Selected columns: 6 (all)
# Timestamp: Tue, 08-Oct-2024 22:39:20
Gene ID	Gene Name	ARH77	Daudi	NAMALWA	Raji	Ramos	Toledo
ENSG00000222932	RNU6-172P		0.5				
ENSG00000222940	RNU6-370P	0.4					0.8
ENSG00000222958	MIR1913				0.5		
ENSG00000222960	RNU6-272P						0.4
ENSG00000222969	RN7SKP8	0.1					
ENSG00000222973	RNU2-25P	0.2	0.3			0.2	
ENSG00000223001	RNU2-61P	0.2					
ENSG00000223013	RNA5SP344	0.4					
ENSG00000223023	Y_RNA	1.0	2.0	4.0	0.4	0.4	
ENSG00000223027	ENSG00000223027				0.3		
ENSG00000223042	RN7SKP161	0.6					
ENSG00000223044	RNU6-130P	2.0	1.0	0.5	0.8	1.0	0.5
ENSG00000223060	Y_RNA			1.0	3.0	2.0	
ENSG00000223062	RNU6-1245P					0.3	
ENSG00000223080	Y_RNA						0.5
ENSG00000223086	RNA5SP155	0.4	0.8		0.8	0.3	0.4
ENSG00000223092	RNA5SP115					0.3	
ENSG00000223111	ENSG00000223111				0.2		0.2
ENSG00000223113	RNA5SP247	0.4					
ENSG00000223117	RN7SKP296					0.1	
ENSG00000223131	RNA5SP304	0.4					
ENSG00000223138	RNA5SP450	0.9	1.0	0.5		0.7	
ENSG00000223145	RN7SKP112			0.2			
ENSG00000223156	RNU2-18P	0.3					
ENSG00000223181	RNU6-1199P					0.3	
ENSG00000223188	Y_RNA		0.5	0.5		0.3	0.4
ENSG00000223189	RNU6-177P	0.4					
ENSG00000223191	RNU6-293P				0.4		
ENSG00000223198	RNU2-22P	0.4	2.0	2.0	2.0	6.0	0.6
ENSG00000223203	RNA5SP221	0.5	1.0	0.5	0.4	0.4	
ENSG00000223220	Y_RNA		0.5	0.6			
ENSG00000223223	RN7SKP192				0.1		
ENSG00000223224	SNORD71	0.5	1.0	2.0	2.0	1.0	
ENSG00000223225	RNU6-1054P					0.4	
ENSG00000223254	Y_RNA	1.0	1.0	2.0	1.0	3.0	0.9
ENSG00000223263	RNU6-387P	6.0	5.0	4.0	5.0	1.0	2.0
ENSG00000223271	Y_RNA		0.5	0.5	0.4	0.4	
ENSG00000223280	RNU6-57P					0.7	
ENSG00000223282	RN7SKP165		0.1			0.3	
ENSG00000223284	RNU6-195P	1.0	0.9	2.0	2.0	1.0	
ENSG00000223290	RNA5SP107	1.0					
ENSG00000223298	RNY3P8	4.0	3.0	8.0	2.0	4.0	
ENSG00000223299	RN7SKP108					0.1	
ENSG00000223300	Y_RNA					0.3	
ENSG00000223305	RN7SKP30	1.0	1.0	0.9		0.7	0.1
ENSG00000223309	RNU6-722P	7.0	52.0	17.0	31.0	26.0	20.0
ENSG00000223313	RNU6-516P	2.0	0.5	6.0	4.0	18.0	3.0
ENSG00000223324	RN7SKP273	0.1					
ENSG00000223336	RNU2-6P		6.0	2.0	2.0	11.0	5.0
ENSG00000223343	ENSG00000223343	0.3	1.0	0.5	2.0	1.0	
ENSG00000223350	IGLV9-49		0.6	4.0			1.0
ENSG00000223356	ENSG00000223356	0.8	1.0	1.0	2.0	0.8	0.8
ENSG00000223361	FTH1P10	0.3	0.1	0.2	0.1	0.3	
ENSG00000223373	ENSG00000223373	0.1					
ENSG00000223374	ENSG00000223374	3.0	1.0	0.8	2.0	0.8	0.7
ENSG00000223375	ENSG00000223375				0.2		
ENSG00000223390	ENSG00000223390	0.2	0.3	0.1	0.1	0.3	0.1
ENSG00000223393	ENSG00000223393		0.1	0.2	0.2	0.1	0.1
ENSG00000223396	RPS10P7	4.0	8.0	2.0	7.0	3.0	1.0
ENSG00000223398	ENSG00000223398		0.2				
ENSG00000223404	LINC00397		1.0				
ENSG00000223416	RPS26P15	0.7	1.0	0.7	0.4	0.1	0.9
ENSG00000223431	MTND6P21	0.1					
ENSG00000223442	TH2LCRR	0.8	0.8	0.1	0.7	0.4	0.2
ENSG00000223446	ENSG00000223446	0.4			0.2		0.2
ENSG00000223452	HMGN2P18				0.1		
ENSG00000223457	HTATSF1P1					0.1	
ENSG00000223458	LMO7DN-IT1					0.2	
ENSG00000223459	TCAF1P1	0.2		0.1			0.5
ENSG00000223460	GAPDHP69			0.1	0.2		0.1
ENSG00000223461	ENSG00000223461	0.9	0.9	1.0	1.0	0.5	0.5
ENSG00000223462	ENSG00000223462	0.2		0.1	0.3	0.1	
ENSG00000223466	LINC01825	0.5			0.1		
ENSG00000223476	VN1R42P	3.0	10.0	10.0	7.0	15.0	19.0
ENSG00000223478	ENSG00000223478	20.0	40.0	21.0	29.0	46.0	13.0
ENSG00000223479	LINC02238		0.6				
ENSG00000223482	NUTM2A-AS1	5.0	6.0	9.0	11.0	10.0	5.0
ENSG00000223485	LINC01615		0.4		0.2		
ENSG00000223492	ENSG00000223492	0.1					
ENSG00000223496	EXOSC6	29.0	44.0	46.0	44.0	58.0	32.0
ENSG00000223500	RNF14P4					0.1	
ENSG00000223501	VPS52	30.0	20.0	29.0	25.0	37.0	23.0
ENSG00000223503	ENSG00000223503	0.1	0.6	0.1	0.5	0.7	0.4
ENSG00000223504	ENSG00000223504					0.1	
ENSG00000223505	RPL35AP5		0.3	0.3	0.2	0.1	0.2
ENSG00000223506	SLC20A1P1	0.1					
ENSG00000223508	RPL23AP53	7.0	4.0	7.0	7.0	8.0	4.0
ENSG00000223509	ENSG00000223509	0.2	0.5	0.5	0.9	1.0	1.0
ENSG00000223510	CDRT15	0.1	0.3	0.1		0.3	
ENSG00000223511	ENSG00000223511	0.1	0.6				
ENSG00000223513	ATP6V0E1P2		0.2				
ENSG00000223516	AFF2-IT1		0.2	0.1	0.1	0.2	0.2
ENSG00000223518	CSNK1A1P1					0.1	0.1
ENSG00000223519	KIF28P					0.1	0.1
ENSG00000223522	ENSG00000223522	0.2	0.2	0.1	0.2	0.1	0.1
ENSG00000223525	RABGAP1L-IT1	0.1	0.2	0.5	0.1	0.1	0.1
ENSG00000223529	EEF1A1P8	0.1	0.2	0.1	0.1	0.3	0.1
ENSG00000223534	HLA-DQB1-AS1	2.0	9.0	1.0	0.7	0.1	0.4
ENSG00000223537	ENSG00000223537	0.1	0.1				
ENSG00000223540	RPS15AP5	0.2				0.1	0.1
ENSG00000223546	LINC00630	3.0	3.0	4.0	2.0	3.0	4.0
ENSG00000223547	ZNF844	3.0	10.0	3.0	8.0	10.0	0.1
ENSG00000223549	MTND5P28	0.1		0.1			
ENSG00000223551	TMSB4XP4	10.0	2.0	3.0	3.0	3.0	3.0
ENSG00000223552	CCR5AS	2.0					0.2
ENSG00000223559	ENSG00000223559	2.0	1.0	2.0	2.0	4.0	3.0
ENSG00000223561	ENSG00000223561		0.1	0.2		0.1	0.1
ENSG00000223564	CYP4F32P	0.1					
ENSG00000223570	ENSG00000223570		0.3				
ENSG00000223571	DHRSX-IT1	1.0	0.1	0.3	0.2	1.0	3.0
ENSG00000223572	CKMT1A	0.1				0.4	
ENSG00000223573	TINCR	0.5	0.3	0.4	0.6	0.4	1.0
ENSG00000223575	RBMX2P3	0.1	0.1				
ENSG00000223576	ENSG00000223576	0.7	0.5	0.1	0.4	0.3	0.7
ENSG00000223583	ENSG00000223583	0.6	0.5	0.4	0.3	0.6	0.3
ENSG00000223592	FNDC3CP						0.1
ENSG00000223593	ENSG00000223593		0.1				0.1
ENSG00000223597	LINC02142		0.3				
ENSG00000223598	ENSG00000223598	0.3	0.2	0.1	0.4	0.4	0.1
ENSG00000223599	ENSG00000223599	0.3	0.4	0.3	0.2	0.4	1.0
ENSG00000223609	HBD	0.9			0.1		
ENSG00000223612	ENSG00000223612		0.1	0.3	0.1	0.1	0.4
ENSG00000223620	RBM48P1	0.2	0.1				0.1
ENSG00000223621	AK4P4	0.1	0.1		0.2	0.1	0.1
ENSG00000223624	ENSG00000223624	0.3	0.3	0.8	1.0		2.0
ENSG00000223628	ENSG00000223628						0.3
ENSG00000223629	DEFA8P				0.1	0.7	
ENSG00000223634	ENSG00000223634		0.6				
ENSG00000223635	ENSG00000223635		0.5	0.3	0.7	1.0	0.2
ENSG00000223638	RFPL4A		0.1		0.1		
ENSG00000223642	ENSG00000223642	0.1				0.1	
ENSG00000223650	UHRF2P1			0.1			
ENSG00000223653	ENSG00000223653	0.3	0.2	0.4	0.3	2.0	
ENSG00000223656	HMGB3P10	0.2					
ENSG00000223658	C1GALT1C1L		0.1				
ENSG00000223662	SAMSN1-AS1	4.0					
ENSG00000223663	NDUFB4P8	0.3	0.1	0.6	0.2	0.8	0.3
ENSG00000223668	EEF1A1P24		0.1	0.2	0.1		0.1
ENSG00000223676	RPL34P26		0.1	0.2			0.2
ENSG00000223677	OR2AD1P	0.1					
ENSG00000223679	ENSG00000223679		4.0	0.6	0.2	0.4	1.0
ENSG00000223685	LINC00571	0.4	0.3	0.1	0.2		0.1
ENSG00000223692	DIP2A-IT1	0.4	0.7	0.8	1.0	0.4	1.0
ENSG00000223695	ENSG00000223695	0.8	2.0	0.7	0.6	3.0	0.2
ENSG00000223697	ENSG00000223697	0.8	0.5	0.4	0.5	0.6	1.0
ENSG00000223705	NSUN5P1	2.0	2.0	3.0	3.0	7.0	1.0
ENSG00000223711	ENSG00000223711	0.6	1.0	0.5	0.6	1.0	0.2
ENSG00000223714	LINC02601					0.2	
ENSG00000223715	LINC01208		0.1	0.1			
ENSG00000223718	ENSG00000223718	0.2	0.1	0.2	0.3	0.5	0.1
ENSG00000223719	ENSG00000223719		0.3				
ENSG00000223722	IFITM3P2	0.5		0.5	0.6		
ENSG00000223723	TFDP1P2	0.7	1.0	1.0	0.7	1.0	0.9
ENSG00000223724	RAD17P2			0.1		0.1	
ENSG00000223725	ENSG00000223725	0.6	0.6	0.2	0.2	0.2	0.7
ENSG00000223726	ENSG00000223726		0.4				
ENSG00000223734	LAPTM4A-DT		0.1	0.1	0.1	0.1	
ENSG00000223745	CCDC18-AS1	6.0	6.0	4.0	4.0	15.0	3.0
ENSG00000223749	MIR503HG	6.0					0.4
ENSG00000223750	SIRPB3P						0.5
ENSG00000223754	ENSG00000223754	0.2	0.2	0.3	0.1		0.1
ENSG00000223756	TSSC2		0.1		0.1		
ENSG00000223761	ENSG00000223761		0.3				
ENSG00000223764	LINC02593			0.3	0.1		
ENSG00000223765	LINC01626		2.0	0.1		0.1	
ENSG00000223768	LINC00205	4.0	3.0	4.0	2.0	5.0	3.0
ENSG00000223770	CACNA2D1-AS1		0.1				
ENSG00000223773	CD99P1	1.0	4.0	3.0	4.0	1.0	0.6
ENSG00000223774	ENSG00000223774			0.1			
ENSG00000223776	LGALS8-AS1			0.1		0.1	0.1
ENSG00000223779	ENSG00000223779				0.1		
ENSG00000223783	LINC01983			0.1		0.3	
ENSG00000223786	ENSG00000223786	0.1					
ENSG00000223787	ENSG00000223787		0.2	0.3	0.2	0.3	0.3
ENSG00000223791	UBE2E1-AS1	1.0	0.6	2.0	0.7	2.0	2.0
ENSG00000223797	ENTPD3-AS1	0.8	0.9	0.8	1.0	3.0	2.0
ENSG00000223799	IL10RB-DT	2.0	2.0	5.0	1.0	10.0	6.0
ENSG00000223802	CERS1					0.1	
ENSG00000223803	RPS20P14	10.0	16.0	9.0	13.0	9.0	7.0
ENSG00000223804	ENSG00000223804	2.0	2.0	3.0	3.0	11.0	0.9
ENSG00000223806	LINC00114						0.1
ENSG00000223807	BOLA3P4	0.1		0.1			
ENSG00000223813	ENSG00000223813		0.1				
ENSG00000223815	DIAPH3-AS2				0.1		0.2
ENSG00000223819	PPIAP89		0.1				
ENSG00000223820	CFL1P1	0.8	0.6	0.7	0.5	2.0	0.8
ENSG00000223821	ENSG00000223821	0.6	1.0	1.0	2.0	0.1	0.4
ENSG00000223823	LINC01342					0.9	3.0
ENSG00000223825	DAZAP2P1	2.0	0.8	2.0	2.0	4.0	3.0
ENSG00000223828	BANF1P4	0.5	0.2	1.0	0.1		
ENSG00000223829	ENSG00000223829		0.2		0.1		
ENSG00000223837	ENSG00000223837		0.2		0.4	0.1	0.3
ENSG00000223841	ENSG00000223841		0.1				
ENSG00000223842	ENSG00000223842	0.3	0.6	0.4		0.2	0.3
ENSG00000223849	ENSG00000223849	0.1	0.5	0.3	0.2	0.1	0.6
ENSG00000223855	HRAT92	0.2					
ENSG00000223861	ENSG00000223861	0.3	0.3	0.2	0.4	0.1	0.5
ENSG00000223863	LINC01805						0.1
ENSG00000223864	NPM1P19	0.1	0.1	0.1	0.1		
ENSG00000223865	HLA-DPB1	209.0	409.0	114.0	250.0	97.0	228.0
ENSG00000223870	ENSG00000223870	0.3					
ENSG00000223873	SAP18P2			0.1			
ENSG00000223877	RPS8P10			0.1		0.1	
ENSG00000223878	PPIAP53			0.1		0.3	
ENSG00000223881	ENSG00000223881	0.1	7.0	3.0	2.0	7.0	5.0
ENSG00000223882	ABCC5-AS1	0.2		0.1	0.1	1.0	0.1
ENSG00000223883	LINC01707		0.2				0.1
ENSG00000223884	ENSG00000223884	0.1					
ENSG00000223886	ENSG00000223886	5.0	1.0	2.0	2.0	5.0	1.0
ENSG00000223891	OSER1-DT	3.0	4.0	4.0	2.0	18.0	5.0
ENSG00000223901	ENSG00000223901	0.6	1.0	0.9	2.0	0.7	0.2
ENSG00000223903	RPL23P4		0.1				
ENSG00000223908	ENSG00000223908			0.2		0.6	0.2
ENSG00000223910	ZNF32-AS3				0.1		
ENSG00000223911	ENSG00000223911	0.1					
ENSG00000223912	EEF1A1P36		0.1			0.1	
ENSG00000223916	ENSG00000223916	0.1	0.5	0.6		0.4	0.3
ENSG00000223922	ASS1P2	0.4	0.2	0.3	0.4	0.2	0.1
ENSG00000223928	NUP35P1	0.3	0.2	0.1	0.2	0.1	0.1
ENSG00000223935	LGALSL-DT	0.5		0.1	0.1	0.3	0.1
ENSG00000223945	ENSG00000223945	0.2				0.4	0.1
ENSG00000223946	ENSG00000223946	0.6	0.6	0.3		0.4	2.0
ENSG00000223956	LINC01767		0.1				
ENSG00000223959	AFG3L1P	5.0	4.0	4.0	5.0	6.0	4.0
ENSG00000223960	CHROMR	24.0	0.4	2.0	0.4	3.0	10.0
ENSG00000223965	ZNF587P1		0.1	0.1	0.2		
ENSG00000223967	ENSG00000223967				0.3		
ENSG00000223969	ENSG00000223969	0.7		0.3		0.7	0.2
ENSG00000223973	PAFAH1B1P2	0.3	0.3	0.2	0.3	0.3	0.2
ENSG00000223974	BNIP3P42	0.1		0.4	0.1	0.2	
ENSG00000223977	ENSG00000223977			0.2			
ENSG00000223979	SMCR2		0.1		0.2		
ENSG00000223982	SNRPD2P2						0.2
ENSG00000223984	HNRNPRP1	1.0	0.8	1.0	1.0	0.6	1.0
ENSG00000223999	ENSG00000223999					1.0	
ENSG00000224000	ENSG00000224000		0.4			0.1	
ENSG00000224001	ENSG00000224001		0.1	0.1			0.1
ENSG00000224003	YES1P1	0.1	0.4	0.2	0.2	0.2	0.1
ENSG00000224011	ENSG00000224011	0.1	0.2		0.2	0.1	0.2
ENSG00000224014	ENSG00000224014	0.3		0.9	0.2	1.0	0.4
ENSG00000224015	ENSG00000224015			0.1			
ENSG00000224016	ENSG00000224016		0.2			0.4	
ENSG00000224017	LINC01449		0.3				
ENSG00000224019	RPL21P32					0.2	
ENSG00000224020	MIR181A2HG	3.0	0.1	2.0		0.7	1.0
ENSG00000224023	EDRF1-DT	0.1				0.2	0.1
ENSG00000224029	ENSG00000224029		0.2		0.1	0.1	
ENSG00000224031	TCEAL3-AS1						0.1
ENSG00000224032	EPB41L4A-AS1	28.0	28.0	37.0	31.0	48.0	27.0
ENSG00000224034	LINC02561	0.2	0.1				
ENSG00000224039	CDYLP1	0.5					
ENSG00000224040	HMGN1P4	2.0	4.0	2.0	3.0	0.6	3.0
ENSG00000224043	CCNT2-AS1	2.0	7.0	4.0	2.0	9.0	2.0
ENSG00000224046	ENSG00000224046	3.0	3.0	5.0	3.0	20.0	2.0
ENSG00000224049	ENSG00000224049		0.1	0.1	0.1	0.3	
ENSG00000224051	CPTP	31.0	72.0	54.0	71.0	114.0	37.0
ENSG00000224057	EGFR-AS1	0.1	0.5				
ENSG00000224058	ENSG00000224058		0.3	0.5	0.9	4.0	0.4
ENSG00000224061	SRSF3P4	0.1	0.1	0.1			0.1
ENSG00000224063	ENSG00000224063	0.2					
ENSG00000224064	RPL32P6	0.1					
ENSG00000224066	ENSG00000224066	0.1	0.1		0.1	0.1	0.2
ENSG00000224067	ENSG00000224067	0.1					
ENSG00000224072	VEZTP1				0.1		0.1
ENSG00000224077	ENSG00000224077				0.1	0.1	0.2
ENSG00000224078	SNHG14	6.0		5.0	6.0	7.0	0.7
ENSG00000224079	ENSG00000224079	0.3	0.1	0.4	0.4	0.7	0.1
ENSG00000224080	UBE2FP1	2.0	2.0	5.0	6.0	12.0	6.0
ENSG00000224083	MTCO1P11	0.1					
ENSG00000224085	RPL23AP41		0.1				
ENSG00000224086	PPM1F-AS1	0.2	0.2	0.2	0.2	0.3	0.1
ENSG00000224093	BCAR3-AS1	0.3	0.1			0.5	0.1
ENSG00000224094	RPS24P8	0.7	0.4	0.5	0.3	0.3	0.3
ENSG00000224095	LINC01935						0.1
ENSG00000224097	ENSG00000224097	0.8	0.9	0.4	0.8	1.0	1.0
ENSG00000224099	ENSG00000224099	0.1	74.0	9.0	0.2		0.3
ENSG00000224101	ELMO1-AS1			0.1			
ENSG00000224114	ENSG00000224114	24.0	0.1	6.0	24.0	0.3	27.0
ENSG00000224117	PTPN2P2		0.2	0.2		0.1	0.1
ENSG00000224121	ATG12P2	0.1	0.2	0.2		0.1	
ENSG00000224122	POU6F2-AS1					0.1	
ENSG00000224126	UBE2SP2	0.3	0.5	0.1	0.3	0.2	0.5
ENSG00000224128	LINC01248					0.1	
ENSG00000224137	LINC01857	26.0	742.0	13.0	24.0	8.0	0.2
ENSG00000224138	ENSG00000224138	4.0	3.0	4.0	3.0	4.0	3.0
ENSG00000224141	MIR548XHG		0.3	1.0			
ENSG00000224142	AMMECR1-IT1					0.1	
ENSG00000224144	ASH2LP1	0.1	5.0	0.6	0.2	0.9	5.0
ENSG00000224152	ENSG00000224152	2.0	0.4	0.1	0.1	0.2	2.0
ENSG00000224155	ENSG00000224155	0.5	0.9	0.2	0.5	0.7	0.8
ENSG00000224157	HCG14		0.5	0.2	0.7	2.0	
ENSG00000224159	HMGB1P9		0.6				0.3
ENSG00000224165	DNAJC27-AS1	0.1	0.1	0.1	0.1	0.1	
ENSG00000224172	ENSG00000224172	0.3	0.8	0.7		0.3	0.8
ENSG00000224183	SDHDP6	0.1	0.3	0.6	1.0	1.0	0.7
ENSG00000224184	MIR3681HG	1.0	0.7	0.5	1.0	0.8	
ENSG00000224185	SNX18P9	0.1		0.1			0.1
ENSG00000224186	C5orf66	0.1	0.8	0.6	0.4	0.7	0.5
ENSG00000224187	LINC01991		29.0	16.0	56.0	111.0	0.1
ENSG00000224190	LINC02667	0.2					
ENSG00000224194	ENSG00000224194					0.1	
ENSG00000224195	ENSG00000224195	1.0	2.0	1.0	2.0	1.0	2.0
ENSG00000224207	ENSG00000224207			0.2			
ENSG00000224208	ZCRB1P1	0.6	0.5	1.0	0.5	0.7	2.0
ENSG00000224216	ENSG00000224216					0.1	
ENSG00000224220	DTNB-AS1	6.0	2.0	1.0	2.0	0.7	
ENSG00000224221	RPS6P8	0.3					
ENSG00000224227	OR2L1P		0.3	0.6	0.4	0.6	0.1
ENSG00000224228	ENSG00000224228		0.1				
ENSG00000224232	KCTD5P1	0.1	0.1	0.1	0.5	0.4	
ENSG00000224237	MICOS10P3		3.0	11.0	19.0	11.0	
ENSG00000224238	WARS2-IT1	0.1					
ENSG00000224239	ENSG00000224239	0.1					
ENSG00000224243	SOX1-OT			2.0			
ENSG00000224245	ENSG00000224245		5.0	4.0	2.0	1.0	3.0
ENSG00000224255	PDCL3P6			0.1			0.1
ENSG00000224256	ENSG00000224256	0.8	0.4		0.2	0.3	0.2
ENSG00000224261	RPSAP18	0.1	0.1	0.1	0.1	0.2	0.3
ENSG00000224272	ENSG00000224272	4.0		0.2	0.1		0.5
ENSG00000224273	ENSG00000224273	0.4	1.0	0.1			0.1
ENSG00000224276	ARHGEF2-AS1	0.1			0.1		
ENSG00000224277	ENSG00000224277						0.1
ENSG00000224281	SLC25A5-AS1	2.0	2.0	2.0	2.0	2.0	1.0
ENSG00000224282	ENSG00000224282		0.2		0.1		
ENSG00000224287	MSL3P1	0.4	0.3	0.3		0.4	
ENSG00000224292	ENSG00000224292	2.0	0.2	0.7	0.9	4.0	0.8
ENSG00000224294	PINCR		0.2				
ENSG00000224295	OLFM5P	0.2	0.1			0.1	
ENSG00000224301	ENSG00000224301					0.2	
ENSG00000224302	ENSG00000224302	0.2	0.6		0.3	0.1	
ENSG00000224307	ENSG00000224307					0.1	
ENSG00000224312	MCCD1P2	0.1	0.9	1.0	0.4	0.7	0.3
ENSG00000224315	RPL7P7		0.1	0.2	0.3	0.2	0.2
ENSG00000224316	GTF2IP5	2.0	0.8	1.0	0.8	0.6	0.9
ENSG00000224318	CHL1-AS2	1.0					
ENSG00000224321	RPL12P14	0.2	0.2	0.2	0.3	2.0	0.2
ENSG00000224323	DPRXP1	0.1	0.1	0.3	0.3	0.1	
ENSG00000224324	THAP5P1	1.0	1.0	1.0	1.0	4.0	1.0
ENSG00000224331	ENSG00000224331			0.2	1.0	0.1	
ENSG00000224334	ENSG00000224334	0.3	0.4	0.4	0.3	0.3	0.4
ENSG00000224340	ENSG00000224340			0.2	0.2	0.2	
ENSG00000224344	KNOP1P3	0.2					
ENSG00000224346	BICD1P1		0.2				
ENSG00000224349	FAM135A-AS1	0.1	0.1			0.2	0.1
ENSG00000224356	ENSG00000224356	0.1	0.1	0.2		1.0	0.2
ENSG00000224358	TMCO1-AS1	0.7	1.0	1.0	0.5	0.7	0.6
ENSG00000224359	ENSG00000224359		0.9				
ENSG00000224365	ENSG00000224365	0.4					0.3
ENSG00000224367	OACYLP		0.2		0.1		
ENSG00000224373	IGHV4-59	0.2		0.6		0.8	0.1
ENSG00000224376	ENSG00000224376	2.0	17.0	3.0	9.0	6.0	1.0
ENSG00000224383	PRR29	2.0	6.0	3.0	2.0	7.0	4.0
ENSG00000224384	ENSG00000224384						0.3
ENSG00000224387	ENSG00000224387		0.1	0.2		0.3	
ENSG00000224394	GPC6-AS2						0.1
ENSG00000224397	PELATON		0.1				
ENSG00000224401	RPL7P57	0.3	0.5	0.1	0.2		0.4
ENSG00000224410	ENSG00000224410	3.0	3.0	2.0	3.0	4.0	2.0
ENSG00000224411	HSP90AA2P	12.0	8.0	11.0	8.0	7.0	30.0
ENSG00000224412	ENSG00000224412			0.3			0.5
ENSG00000224415	ENSG00000224415	1.0	1.0	1.0	0.7	0.9	1.0
ENSG00000224418	STK24-AS1	0.5	1.0	2.0	1.0	4.0	0.5
ENSG00000224419	KRT18P27	0.3					
ENSG00000224420	ADM5	5.0	6.0	3.0	7.0	7.0	5.0
ENSG00000224421	ATP5MFP1	0.2	0.4	0.2	0.4		
ENSG00000224424	PRKAR2A-AS1	0.6	6.0	1.0	2.0	2.0	0.4
ENSG00000224425	SSBP3P2						0.1
ENSG00000224427	ENSG00000224427				0.1	0.1	
ENSG00000224429	LINC00539	1.0	0.8	0.4	0.8	0.4	0.5
ENSG00000224431	ENSG00000224431			0.1			
ENSG00000224437	PIGUP1	1.0	1.0	0.9	0.8	1.0	2.0
ENSG00000224438	RPL23AP14				0.1	0.1	
ENSG00000224442	RPL4P7	0.1	0.1		0.1	0.2	0.1
ENSG00000224443	NME2P2		2.0	3.0	4.0	10.0	2.0
ENSG00000224448	ENSG00000224448	0.4	0.3	0.5		1.0	1.0
ENSG00000224451	ATP5PBP1		0.2	0.1			0.1
ENSG00000224452	RSL24D1P6	4.0	2.0	2.0	1.0	1.0	1.0
ENSG00000224463	RPL39P14	0.9		0.3	0.5	0.7	0.3
ENSG00000224464	PGAM1P6	0.1			0.2	0.2	0.1
ENSG00000224465	SOCS2P2	0.1	0.2	0.1	0.1	0.9	
ENSG00000224467	TANK-AS1	1.0	0.3	0.3	1.0	0.9	
ENSG00000224468	LAMC1-AS1	2.0	1.0	2.0	0.9	0.9	1.0
ENSG00000224470	ATXN1L	31.0	25.0	23.0	22.0	31.0	30.0
ENSG00000224473	CCND3P1				0.1		
ENSG00000224478	ENSG00000224478	0.1	20.0	2.0	1.0	16.0	0.6
ENSG00000224479	ENSG00000224479		0.1	0.1	0.2	0.4	0.2
ENSG00000224481	ENSG00000224481			0.2	0.1	0.3	0.1
ENSG00000224488	SAMM50P1		0.1				
ENSG00000224490	TTC21B-AS1	0.1	0.1	0.2	0.1		0.1
ENSG00000224494	HNRNPA3P14		0.1				
ENSG00000224505	ENSG00000224505	0.5	0.7	0.4	0.3	0.9	0.4
ENSG00000224506	LINC02523						0.1
ENSG00000224509	MRPS9-AS2					0.2	
ENSG00000224517	HTR2A-AS1						0.1
ENSG00000224520	KRT8P45	0.1					0.1
ENSG00000224521	ENSG00000224521	0.6			0.2	0.1	
ENSG00000224523	ENSG00000224523						0.2
ENSG00000224531	SMIM13	15.0	25.0	42.0	33.0	56.0	35.0
ENSG00000224535	LINC02771						0.1
ENSG00000224536	ENSG00000224536	5.0	5.0	3.0	7.0	5.0	1.0
ENSG00000224540	TFDP1P1	0.1				0.1	0.1
ENSG00000224541	ENSG00000224541	0.1					
ENSG00000224543	SNRPGP15	0.6		0.2		0.2	
ENSG00000224545	ENSG00000224545						0.1
ENSG00000224546	EIF4BP3	5.0	9.0	3.0	6.0	4.0	6.0
ENSG00000224549	ENSG00000224549		0.1				0.1
ENSG00000224550	NDUFA4P1	17.0	16.0	28.0	9.0	11.0	24.0
ENSG00000224551	HMGB3P21			0.1		0.1	0.2
ENSG00000224553	RPS26P20	0.1	0.3			0.1	0.4
ENSG00000224555	ENSG00000224555		0.3				
ENSG00000224557	HLA-DPB2	0.8	3.0	1.0	2.0	0.3	0.4
ENSG00000224559	LINC01087	0.4			0.1		
ENSG00000224563	LPP-AS1			0.4	1.0	0.9	
ENSG00000224565	LINC01754	23.0	18.0	9.0	31.0	25.0	
ENSG00000224566	FAM96AP2	0.4	0.7	0.4		0.6	1.0
ENSG00000224574	COL18A1-AS2			0.2			
ENSG00000224577	LINC01117	1.0	1.0	0.1		0.2	
ENSG00000224578	HNRNPA1P48	136.0	194.0	170.0	167.0	143.0	252.0
ENSG00000224579	ENSG00000224579	0.1	0.2	0.2		0.3	
ENSG00000224584	UBE2V1P13	0.1	0.1		0.2	0.2	0.1
ENSG00000224589	ORC1P1	0.1					
ENSG00000224592	MIR3659HG	0.1		0.8	1.0		
ENSG00000224593	ENSG00000224593			0.1	0.1		0.4
ENSG00000224597	SVIL-AS1	6.0	0.7		0.1	1.0	2.0
ENSG00000224598	RPS5P2	0.1	0.1		0.2		
ENSG00000224599	BMS1P12		0.1	0.1	0.2	0.1	0.1
ENSG00000224602	RPS26P5	0.1					
ENSG00000224607	IGKV1D-27	0.1	4.0	0.6	0.6		0.5
ENSG00000224610	ENSG00000224610	0.6	12.0	12.0	13.0	5.0	16.0
ENSG00000224613	ENSG00000224613		0.2			0.1	
ENSG00000224614	TNK2-AS1	0.9	1.0	1.0	0.9	6.0	0.7
ENSG00000224616	RTCA-AS1	0.3	0.8	0.4	0.3	0.5	0.2
ENSG00000224618	ENSG00000224618	0.1	0.1	0.1		0.1	0.1
ENSG00000224621	ENSG00000224621	0.1					
ENSG00000224626	ENSG00000224626	0.1	0.3			0.4	
ENSG00000224629	ENSG00000224629	2.0	1.0	1.0	3.0	1.0	0.8
ENSG00000224631	RPS27AP16	302.0	327.0	305.0	304.0	474.0	255.0
